Date,High,Low,Open,Close,Volume,Adj Close
2015-02-13,127.27999877929688,125.6500015258789,127.27999877929688,127.08000183105469,54272200.0,118.98543548583984
2015-02-17,128.8800048828125,126.91999816894531,127.48999786376953,127.83000183105469,63152400.0,119.6876449584961
2015-02-18,128.77999877929688,127.44999694824219,127.62999725341797,128.72000122070312,44891700.0,120.52096557617188
2015-02-19,129.02999877929688,128.3300018310547,128.47999572753906,128.4499969482422,37362400.0,120.26815032958984
2015-02-20,129.5,128.0500030517578,128.6199951171875,129.5,48948400.0,121.25126647949219
2015-02-23,133.0,129.66000366210938,130.02000427246094,133.0,70974100.0,124.52832794189453
2015-02-24,133.60000610351562,131.1699981689453,132.94000244140625,132.1699981689453,69228100.0,123.75120544433594
2015-02-25,131.60000610351562,128.14999389648438,131.55999755859375,128.7899932861328,74711700.0,120.58648681640625
2015-02-26,130.8699951171875,126.61000061035156,128.7899932861328,130.4199981689453,91287500.0,122.1126480102539
2015-02-27,130.57000732421875,128.24000549316406,130.0,128.4600067138672,62014800.0,120.27752685546875
2015-03-02,130.27999877929688,128.3000030517578,129.25,129.08999633789062,48096700.0,120.86739349365234
2015-03-03,129.52000427246094,128.08999633789062,128.9600067138672,129.36000061035156,37816300.0,121.12019348144531
2015-03-04,129.55999755859375,128.32000732421875,129.10000610351562,128.5399932861328,31666300.0,120.35242462158203
2015-03-05,128.75,125.76000213623047,128.5800018310547,126.41000366210938,56517100.0,118.35811614990234
2015-03-06,129.3699951171875,126.26000213623047,128.39999389648438,126.5999984741211,72842100.0,118.53599548339844
2015-03-09,129.57000732421875,125.05999755859375,127.95999908447266,127.13999938964844,88528500.0,119.0416030883789
2015-03-10,127.22000122070312,123.80000305175781,126.41000366210938,124.51000213623047,68856600.0,116.5791244506836
2015-03-11,124.7699966430664,122.11000061035156,124.75,122.23999786376953,68939000.0,114.45370483398438
2015-03-12,124.9000015258789,121.62999725341797,122.30999755859375,124.44999694824219,48362700.0,116.52294158935547
2015-03-13,125.4000015258789,122.58000183105469,124.4000015258789,123.58999633789062,51827300.0,115.71771240234375
2015-03-16,124.94999694824219,122.87000274658203,123.87999725341797,124.94999694824219,35874300.0,116.99108123779297
2015-03-17,127.31999969482422,125.6500015258789,125.9000015258789,127.04000091552734,51023100.0,118.94796752929688
2015-03-18,129.16000366210938,126.37000274658203,127.0,128.47000122070312,65270900.0,120.28687286376953
2015-03-19,129.25,127.4000015258789,128.75,127.5,45809500.0,119.37866973876953
2015-03-20,128.39999389648438,125.16000366210938,128.25,125.9000015258789,68695100.0,117.88058471679688
2015-03-23,127.8499984741211,126.5199966430664,127.12000274658203,127.20999908447266,37709700.0,119.10714721679688
2015-03-24,128.0399932861328,126.55999755859375,127.2300033569336,126.69000244140625,32842300.0,118.62027740478516
2015-03-25,126.81999969482422,123.37999725341797,126.54000091552734,123.37999725341797,51655200.0,115.5210952758789
2015-03-26,124.87999725341797,122.5999984741211,122.76000213623047,124.23999786376953,47572900.0,116.32633209228516
2015-03-27,124.69999694824219,122.91000366210938,124.56999969482422,123.25,39546200.0,115.39938354492188
2015-03-30,126.4000015258789,124.0,124.05000305175781,126.37000274658203,47099700.0,118.3206558227539
2015-03-31,126.48999786376953,124.36000061035156,126.08999633789062,124.43000030517578,42090600.0,116.50421142578125
2015-04-01,125.12000274658203,123.0999984741211,124.81999969482422,124.25,40621400.0,116.33567810058594
2015-04-02,125.55999755859375,124.19000244140625,125.02999877929688,125.31999969482422,32220100.0,117.33753204345703
2015-04-06,127.51000213623047,124.33000183105469,124.47000122070312,127.3499984741211,37194000.0,119.23821258544922
2015-04-07,128.1199951171875,125.9800033569336,127.63999938964844,126.01000213623047,35012300.0,117.98357391357422
2015-04-08,126.4000015258789,124.97000122070312,125.8499984741211,125.5999984741211,37329200.0,117.59967041015625
2015-04-09,126.58000183105469,124.66000366210938,125.8499984741211,126.55999755859375,32484000.0,118.49853515625
2015-04-10,127.20999908447266,125.26000213623047,125.94999694824219,127.0999984741211,40188000.0,119.004150390625
2015-04-13,128.57000732421875,126.61000061035156,128.3699951171875,126.8499984741211,36365100.0,118.77007293701172
2015-04-14,127.29000091552734,125.91000366210938,127.0,126.30000305175781,25524600.0,118.25511169433594
2015-04-15,127.12999725341797,126.01000213623047,126.41000366210938,126.77999877929688,28970400.0,118.70452880859375
2015-04-16,127.0999984741211,126.11000061035156,126.27999877929688,126.16999816894531,28369000.0,118.13337707519531
2015-04-17,126.13999938964844,124.45999908447266,125.55000305175781,124.75,51957000.0,116.80381774902344
2015-04-20,128.1199951171875,125.16999816894531,125.56999969482422,127.5999984741211,47054300.0,119.47228240966797
2015-04-21,128.1999969482422,126.66999816894531,128.10000610351562,126.91000366210938,32435100.0,118.8262710571289
2015-04-22,128.8699951171875,126.31999969482422,126.98999786376953,128.6199951171875,37654500.0,120.42732238769531
2015-04-23,130.4199981689453,128.13999938964844,128.3000030517578,129.6699981689453,45770900.0,121.41046142578125
2015-04-24,130.6300048828125,129.22999572753906,130.49000549316406,130.27999877929688,44525900.0,121.98158264160156
2015-04-27,133.1300048828125,131.14999389648438,132.30999755859375,132.64999389648438,96954200.0,124.20062255859375
2015-04-28,134.5399932861328,129.57000732421875,134.4600067138672,130.55999755859375,118924000.0,122.24375915527344
2015-04-29,131.58999633789062,128.3000030517578,130.16000366210938,128.63999938964844,63386100.0,120.44605255126953
2015-04-30,128.63999938964844,124.58000183105469,128.63999938964844,125.1500015258789,83195400.0,117.17835235595703
2015-05-01,130.1300048828125,125.30000305175781,126.0999984741211,128.9499969482422,58512600.0,120.7363052368164
2015-05-04,130.57000732421875,128.25999450683594,129.5,128.6999969482422,50988300.0,120.50224304199219
2015-05-05,128.4499969482422,125.77999877929688,128.14999389648438,125.80000305175781,49271400.0,117.7869644165039
2015-05-06,126.75,123.36000061035156,126.55999755859375,125.01000213623047,72141000.0,117.04727172851562
2015-05-07,126.08000183105469,124.0199966430664,124.7699966430664,125.26000213623047,43940900.0,117.77124786376953
2015-05-08,127.62000274658203,126.11000061035156,126.68000030517578,127.62000274658203,55550400.0,119.99015808105469
2015-05-11,127.55999755859375,125.62999725341797,127.38999938964844,126.31999969482422,42035800.0,118.76787567138672
2015-05-12,126.87999725341797,124.81999969482422,125.5999984741211,125.87000274658203,48160000.0,118.34477233886719
2015-05-13,127.19000244140625,125.87000274658203,126.1500015258789,126.01000213623047,34694200.0,118.47640228271484
2015-05-14,128.9499969482422,127.16000366210938,127.41000366210938,128.9499969482422,45203500.0,121.2406234741211
2015-05-15,129.49000549316406,128.2100067138672,129.07000732421875,128.77000427246094,38208000.0,121.0713882446289
2015-05-18,130.72000122070312,128.36000061035156,128.3800048828125,130.19000244140625,50882900.0,122.40650177001953
2015-05-19,130.8800048828125,129.63999938964844,130.69000244140625,130.07000732421875,44633200.0,122.2936782836914
2015-05-20,130.97999572753906,129.33999633789062,130.0,130.05999755859375,36454900.0,122.28425598144531
2015-05-21,131.6300048828125,129.8300018310547,130.07000732421875,131.38999938964844,39730400.0,123.53475189208984
2015-05-22,132.97000122070312,131.39999389648438,131.60000610351562,132.5399932861328,45596000.0,124.61601257324219
2015-05-26,132.91000366210938,129.1199951171875,132.60000610351562,129.6199951171875,70697600.0,121.87056732177734
2015-05-27,132.25999450683594,130.0500030517578,130.33999633789062,132.0399932861328,45833200.0,124.14588928222656
2015-05-28,131.9499969482422,131.10000610351562,131.86000061035156,131.77999877929688,30733300.0,123.90142059326172
2015-05-29,131.4499969482422,129.89999389648438,131.22999572753906,130.27999877929688,50884500.0,122.49111938476562
2015-06-01,131.38999938964844,130.0500030517578,130.27999877929688,130.5399932861328,32112800.0,122.73555755615234
2015-06-02,130.66000366210938,129.32000732421875,129.86000061035156,129.9600067138672,33667600.0,122.19026184082031
2015-06-03,130.94000244140625,129.89999389648438,130.66000366210938,130.1199951171875,30889400.0,122.3406753540039
2015-06-04,130.5800018310547,128.91000366210938,129.5800018310547,129.36000061035156,38450100.0,121.62612915039062
2015-06-05,129.69000244140625,128.36000061035156,129.5,128.64999389648438,35626800.0,120.95856475830078
2015-06-08,129.2100067138672,126.83000183105469,128.89999389648438,127.80000305175781,52674800.0,120.15937805175781
2015-06-09,128.0800018310547,125.62000274658203,126.69999694824219,127.41999816894531,56075400.0,119.8021011352539
2015-06-10,129.33999633789062,127.8499984741211,127.91999816894531,128.8800048828125,39087300.0,121.17483520507812
2015-06-11,130.17999267578125,128.47999572753906,129.17999267578125,128.58999633789062,35390900.0,120.90214538574219
2015-06-12,128.3300018310547,127.11000061035156,128.19000244140625,127.16999816894531,36886200.0,119.56704711914062
2015-06-15,127.23999786376953,125.70999908447266,126.0999984741211,126.91999816894531,43988900.0,119.33198547363281
2015-06-16,127.8499984741211,126.37000274658203,127.02999877929688,127.5999984741211,31494100.0,119.9713363647461
2015-06-17,127.87999725341797,126.73999786376953,127.72000122070312,127.30000305175781,32918100.0,119.68928527832031
2015-06-18,128.30999755859375,127.22000122070312,127.2300033569336,127.87999725341797,35407200.0,120.23460388183594
2015-06-19,127.81999969482422,126.4000015258789,127.70999908447266,126.5999984741211,54716900.0,119.03112030029297
2015-06-22,128.05999755859375,127.08000183105469,127.48999786376953,127.61000061035156,34039300.0,119.98074340820312
2015-06-23,127.61000061035156,126.87999725341797,127.4800033569336,127.02999877929688,30268900.0,119.43541717529297
2015-06-24,129.8000030517578,127.12000274658203,127.20999908447266,128.11000061035156,55280900.0,120.45085144042969
2015-06-25,129.1999969482422,127.5,128.86000061035156,127.5,31938100.0,119.87732696533203
2015-06-26,127.98999786376953,126.51000213623047,127.66999816894531,126.75,44066800.0,119.17217254638672
2015-06-29,126.47000122070312,124.4800033569336,125.45999908447266,124.52999877929688,49161400.0,117.08489227294922
2015-06-30,126.12000274658203,124.86000061035156,125.56999969482422,125.43000030517578,44370700.0,117.93106842041016
2015-07-01,126.94000244140625,125.98999786376953,126.9000015258789,126.5999984741211,30238800.0,119.03112030029297
2015-07-02,126.69000244140625,125.7699966430664,126.43000030517578,126.44000244140625,27211000.0,118.88069915771484
2015-07-06,126.2300033569336,124.8499984741211,124.94000244140625,126.0,28060400.0,118.46701049804688
2015-07-07,126.1500015258789,123.7699966430664,125.88999938964844,125.69000244140625,46946800.0,118.17552947998047
2015-07-08,124.63999938964844,122.54000091552734,124.4800033569336,122.56999969482422,60761600.0,115.2420654296875
2015-07-09,124.05999755859375,119.22000122070312,123.8499984741211,120.06999969482422,77821600.0,112.89152526855469
2015-07-10,123.8499984741211,121.20999908447266,121.94000244140625,123.27999877929688,61354500.0,115.90962219238281
2015-07-13,125.76000213623047,124.31999969482422,125.02999877929688,125.66000366210938,41440500.0,118.14732360839844
2015-07-14,126.37000274658203,125.04000091552734,126.04000091552734,125.61000061035156,31768100.0,118.1003189086914
2015-07-15,127.1500015258789,125.58000183105469,125.72000122070312,126.81999969482422,33649200.0,119.23798370361328
2015-07-16,128.57000732421875,127.3499984741211,127.73999786376953,128.50999450683594,36222400.0,120.82694244384766
2015-07-17,129.6199951171875,128.30999755859375,129.0800018310547,129.6199951171875,46164700.0,121.87056732177734
2015-07-20,132.97000122070312,130.6999969482422,130.97000122070312,132.07000732421875,58900200.0,124.17410278320312
2015-07-21,132.9199981689453,130.32000732421875,132.85000610351562,130.75,76756400.0,122.93302154541016
2015-07-22,125.5,121.98999786376953,121.98999786376953,125.22000122070312,115450600.0,117.73363494873047
2015-07-23,127.08999633789062,125.05999755859375,126.19999694824219,125.16000366210938,50999500.0,117.67723083496094
2015-07-24,125.73999786376953,123.9000015258789,125.31999969482422,124.5,42162300.0,117.05665588378906
2015-07-27,123.61000061035156,122.12000274658203,123.08999633789062,122.7699966430664,44455500.0,115.43011474609375
2015-07-28,123.91000366210938,122.55000305175781,123.37999725341797,123.37999725341797,33618100.0,116.0036392211914
2015-07-29,123.5,122.2699966430664,123.1500015258789,122.98999786376953,37011700.0,115.63693237304688
2015-07-30,122.56999969482422,121.70999908447266,122.31999969482422,122.37000274658203,33628300.0,115.05402374267578
2015-07-31,122.63999938964844,120.91000366210938,122.5999984741211,121.30000305175781,42885000.0,114.0479965209961
2015-08-03,122.56999969482422,117.5199966430664,121.5,118.44000244140625,69976000.0,111.35897827148438
2015-08-04,117.69999694824219,113.25,117.41999816894531,114.63999938964844,124138600.0,107.7861557006836
2015-08-05,117.44000244140625,112.0999984741211,112.94999694824219,115.4000015258789,99312600.0,108.50074005126953
2015-08-06,116.5,114.12000274658203,115.97000122070312,115.12999725341797,52903000.0,108.7368392944336
2015-08-07,116.25,114.5,114.58000183105469,115.5199966430664,38670400.0,109.10518646240234
2015-08-10,119.98999786376953,116.52999877929688,116.52999877929688,119.72000122070312,54951600.0,113.07197570800781
2015-08-11,118.18000030517578,113.33000183105469,117.80999755859375,113.48999786376953,97082800.0,107.18789672851562
2015-08-12,115.41999816894531,109.62999725341797,112.52999877929688,115.23999786376953,101217500.0,108.8407211303711
2015-08-13,116.4000015258789,114.54000091552734,116.04000091552734,115.1500015258789,48535800.0,108.75572967529297
2015-08-14,116.30999755859375,114.01000213623047,114.31999969482422,115.95999908447266,42929500.0,109.52075958251953
2015-08-17,117.6500015258789,115.5,116.04000091552734,117.16000366210938,40884700.0,110.65412902832031
2015-08-18,117.44000244140625,116.01000213623047,116.43000030517578,116.5,34560700.0,110.03076934814453
2015-08-19,116.5199966430664,114.68000030517578,116.0999984741211,115.01000213623047,47445700.0,108.62351989746094
2015-08-20,114.3499984741211,111.62999725341797,114.08000183105469,112.6500015258789,68501600.0,106.3945541381836
2015-08-21,111.9000015258789,105.6500015258789,110.43000030517578,105.76000213623047,128275500.0,99.88716888427734
2015-08-24,108.80000305175781,92.0,94.87000274658203,103.12000274658203,162206300.0,97.39375305175781
2015-08-25,111.11000061035156,103.5,111.11000061035156,103.73999786376953,103601600.0,97.9793472290039
2015-08-26,109.88999938964844,105.05000305175781,107.08999633789062,109.69000244140625,96774600.0,103.59893035888672
2015-08-27,113.23999786376953,110.0199966430664,112.2300033569336,112.91999816894531,84616100.0,106.64956665039062
2015-08-28,113.30999755859375,111.54000091552734,112.16999816894531,113.29000091552734,53164400.0,106.99900817871094
2015-08-31,114.52999877929688,112.0,112.02999877929688,112.76000213623047,56229300.0,106.49845886230469
2015-09-01,111.87999725341797,107.36000061035156,110.1500015258789,107.72000122070312,76845900.0,101.73831939697266
2015-09-02,112.33999633789062,109.12999725341797,110.2300033569336,112.33999633789062,61888800.0,106.10176086425781
2015-09-03,112.77999877929688,110.04000091552734,112.48999786376953,110.37000274658203,53233900.0,104.24117279052734
2015-09-04,110.44999694824219,108.51000213623047,108.97000122070312,109.2699966430664,49996300.0,103.20223236083984
2015-09-08,112.55999755859375,110.31999969482422,111.75,112.30999755859375,54843600.0,106.07344818115234
2015-09-09,114.0199966430664,109.7699966430664,113.76000213623047,110.1500015258789,85010800.0,104.03338623046875
2015-09-10,113.27999877929688,109.9000015258789,110.2699966430664,112.56999969482422,62892800.0,106.31900024414062
2015-09-11,114.20999908447266,111.76000213623047,111.79000091552734,114.20999908447266,49915500.0,107.8679428100586
2015-09-14,116.88999938964844,114.86000061035156,116.58000183105469,115.30999755859375,58363400.0,108.90684509277344
2015-09-15,116.52999877929688,114.41999816894531,115.93000030517578,116.27999877929688,43341200.0,109.82299041748047
2015-09-16,116.54000091552734,115.44000244140625,116.25,116.41000366210938,37173500.0,109.94574737548828
2015-09-17,116.48999786376953,113.72000122070312,115.66000366210938,113.91999816894531,64112600.0,107.59403228759766
2015-09-18,114.30000305175781,111.87000274658203,112.20999908447266,113.44999694824219,74285300.0,107.15013122558594
2015-09-21,115.37000274658203,113.66000366210938,113.66999816894531,115.20999908447266,50222000.0,108.81240844726562
2015-09-22,114.18000030517578,112.5199966430664,113.37999725341797,113.4000015258789,50346200.0,107.10291290283203
2015-09-23,114.72000122070312,113.30000305175781,113.62999725341797,114.31999969482422,35756700.0,107.97183990478516
2015-09-24,115.5,112.37000274658203,113.25,115.0,50219500.0,108.61405944824219
2015-09-25,116.69000244140625,114.0199966430664,116.44000244140625,114.70999908447266,56151900.0,108.34016418457031
2015-09-28,114.56999969482422,112.44000244140625,113.8499984741211,112.44000244140625,52109000.0,106.19620513916016
2015-09-29,113.51000213623047,107.86000061035156,112.83000183105469,109.05999755859375,73365400.0,103.00391387939453
2015-09-30,111.54000091552734,108.7300033569336,110.16999816894531,110.30000305175781,66473000.0,104.175048828125
2015-10-01,109.62000274658203,107.30999755859375,109.06999969482422,109.58000183105469,63929100.0,103.49503326416016
2015-10-02,111.01000213623047,107.55000305175781,108.01000213623047,110.37999725341797,58019800.0,104.2506103515625
2015-10-05,111.37000274658203,109.06999969482422,109.87999725341797,110.77999877929688,52064700.0,104.62838745117188
2015-10-06,111.73999786376953,109.7699966430664,110.62999725341797,111.30999755859375,48196800.0,105.12895965576172
2015-10-07,111.7699966430664,109.41000366210938,111.73999786376953,110.77999877929688,46765600.0,104.62838745117188
2015-10-08,110.19000244140625,108.20999908447266,110.19000244140625,109.5,61979600.0,103.41947174072266
2015-10-09,112.27999877929688,109.48999786376953,110.0,112.12000274658203,52766100.0,105.89399719238281
2015-10-12,112.75,111.44000244140625,112.7300033569336,111.5999984741211,30467200.0,105.40287017822266
2015-10-13,112.44999694824219,110.68000030517578,110.81999969482422,111.79000091552734,33049300.0,105.5822982788086
2015-10-14,111.5199966430664,109.55999755859375,111.29000091552734,110.20999908447266,44462400.0,104.09004974365234
2015-10-15,112.0999984741211,110.48999786376953,110.93000030517578,111.86000061035156,37673500.0,105.64842224121094
2015-10-16,112.0,110.52999877929688,111.77999877929688,111.04000091552734,39232600.0,104.87396240234375
2015-10-19,111.75,110.11000061035156,110.80000305175781,111.7300033569336,29759200.0,105.52565002441406
2015-10-20,114.16999816894531,110.81999969482422,111.33999633789062,113.7699966430664,48778800.0,107.4523696899414
2015-10-21,115.58000183105469,113.69999694824219,114.0,113.76000213623047,41795200.0,107.44292449951172
2015-10-22,115.5,114.0999984741211,114.33000183105469,115.5,41654100.0,109.08631134033203
2015-10-23,119.2300033569336,116.33000183105469,116.69999694824219,119.08000183105469,59366900.0,112.4675064086914
2015-10-26,118.12999725341797,114.91999816894531,118.08000183105469,115.27999877929688,66333800.0,108.8785171508789
2015-10-27,116.54000091552734,113.98999786376953,115.4000015258789,114.55000305175781,69884400.0,108.1890640258789
2015-10-28,119.30000305175781,116.05999755859375,116.93000030517578,119.2699966430664,85551400.0,112.64692687988281
2015-10-29,120.69000244140625,118.2699966430664,118.69999694824219,120.52999877929688,51227300.0,113.83699035644531
2015-10-30,121.22000122070312,119.44999694824219,120.98999786376953,119.5,49365300.0,112.86418151855469
2015-11-02,121.36000061035156,119.61000061035156,120.80000305175781,121.18000030517578,32203300.0,114.45089721679688
2015-11-03,123.48999786376953,120.69999694824219,120.79000091552734,122.56999969482422,45519000.0,115.76370239257812
2015-11-04,123.81999969482422,121.62000274658203,123.12999725341797,122.0,44886100.0,115.22535705566406
2015-11-05,122.69000244140625,120.18000030517578,121.8499984741211,120.91999816894531,39552700.0,114.69417572021484
2015-11-06,121.80999755859375,120.62000274658203,121.11000061035156,121.05999755859375,33042300.0,114.82698059082031
2015-11-09,121.80999755859375,120.05000305175781,120.95999908447266,120.56999969482422,33871400.0,114.36221313476562
2015-11-10,118.06999969482422,116.05999755859375,116.9000015258789,116.7699966430664,59127900.0,110.75785827636719
2015-11-11,117.41999816894531,115.20999908447266,116.37000274658203,116.11000061035156,45218000.0,110.13182830810547
2015-11-12,116.81999969482422,115.6500015258789,116.26000213623047,115.72000122070312,32525600.0,109.76193237304688
2015-11-13,115.56999969482422,112.2699966430664,115.19999694824219,112.33999633789062,45812400.0,106.5559310913086
2015-11-16,114.23999786376953,111.0,111.37999725341797,114.18000030517578,38106700.0,108.30120086669922
2015-11-17,115.05000305175781,113.31999969482422,114.91999816894531,113.69000244140625,27616900.0,107.83644104003906
2015-11-18,117.48999786376953,115.5,115.76000213623047,117.29000091552734,46674700.0,111.2510757446289
2015-11-19,119.75,116.76000213623047,117.63999938964844,118.77999877929688,43295800.0,112.66436004638672
2015-11-20,119.91999816894531,118.8499984741211,119.19999694824219,119.30000305175781,34287100.0,113.1575927734375
2015-11-23,119.7300033569336,117.33999633789062,119.2699966430664,117.75,32482500.0,111.68739318847656
2015-11-24,119.3499984741211,117.12000274658203,117.33000183105469,118.87999725341797,42803200.0,112.75921630859375
2015-11-25,119.2300033569336,117.91999816894531,119.20999908447266,118.02999877929688,21388300.0,111.95299530029297
2015-11-27,118.41000366210938,117.5999984741211,118.29000091552734,117.80999755859375,13046400.0,111.74430847167969
2015-11-30,119.41000366210938,117.75,117.98999786376953,118.30000305175781,39180300.0,112.2090835571289
2015-12-01,118.80999755859375,116.86000061035156,118.75,117.33999633789062,34852400.0,111.29850006103516
2015-12-02,118.11000061035156,116.08000183105469,117.33999633789062,116.27999877929688,33386600.0,110.29308319091797
2015-12-03,116.79000091552734,114.22000122070312,116.55000305175781,115.19999694824219,41569500.0,109.26869201660156
2015-12-04,119.25,115.11000061035156,115.29000091552734,119.02999877929688,57777000.0,112.9014892578125
2015-12-07,119.86000061035156,117.80999755859375,118.9800033569336,118.27999877929688,32084200.0,112.19010162353516
2015-12-08,118.5999984741211,116.86000061035156,117.5199966430664,118.2300033569336,34309500.0,112.14268493652344
2015-12-09,117.69000244140625,115.08000183105469,117.63999938964844,115.62000274658203,46361400.0,109.66706085205078
2015-12-10,116.94000244140625,115.51000213623047,116.04000091552734,116.16999816894531,29104200.0,110.1887435913086
2015-12-11,115.38999938964844,112.8499984741211,115.19000244140625,113.18000030517578,46886200.0,107.35270690917969
2015-12-14,112.68000030517578,109.79000091552734,112.18000030517578,112.4800033569336,64318700.0,106.68872833251953
2015-12-15,112.80000305175781,110.3499984741211,111.94000244140625,110.48999786376953,53323100.0,104.80119323730469
2015-12-16,111.98999786376953,108.80000305175781,111.06999969482422,111.33999633789062,56238500.0,105.607421875
2015-12-17,112.25,108.9800033569336,112.0199966430664,108.9800033569336,44772800.0,103.36893463134766
2015-12-18,109.5199966430664,105.80999755859375,108.91000366210938,106.02999877929688,96453300.0,100.5708236694336
2015-12-21,107.37000274658203,105.56999969482422,107.27999877929688,107.33000183105469,47590600.0,101.80388641357422
2015-12-22,107.72000122070312,106.44999694824219,107.4000015258789,107.2300033569336,32789400.0,101.70903778076172
2015-12-23,108.8499984741211,107.19999694824219,107.2699966430664,108.61000061035156,32657400.0,103.01800537109375
2015-12-24,109.0,107.94999694824219,109.0,108.02999877929688,13570400.0,102.46784973144531
2015-12-28,107.69000244140625,106.18000030517578,107.58999633789062,106.81999969482422,26704200.0,101.32014465332031
2015-12-29,109.43000030517578,106.86000061035156,106.95999908447266,108.73999786376953,30931200.0,103.14128875732422
2015-12-30,108.69999694824219,107.18000030517578,108.58000183105469,107.31999969482422,25213800.0,101.79441833496094
2015-12-31,107.02999877929688,104.81999969482422,107.01000213623047,105.26000213623047,40635300.0,99.8404769897461
2016-01-04,105.37000274658203,102.0,102.61000061035156,105.3499984741211,67649400.0,99.92584991455078
2016-01-05,105.8499984741211,102.41000366210938,105.75,102.70999908447266,55791000.0,97.42176818847656
2016-01-06,102.37000274658203,99.87000274658203,100.55999755859375,100.69999694824219,68457400.0,95.51524353027344
2016-01-07,100.12999725341797,96.43000030517578,98.68000030517578,96.44999694824219,81094400.0,91.48408508300781
2016-01-08,99.11000061035156,96.76000213623047,98.55000305175781,96.95999908447266,70798000.0,91.96781158447266
2016-01-11,99.05999755859375,97.33999633789062,98.97000122070312,98.52999877929688,49739400.0,93.45697784423828
2016-01-12,100.69000244140625,98.83999633789062,100.55000305175781,99.95999908447266,49154200.0,94.81334686279297
2016-01-13,101.19000244140625,97.30000305175781,100.31999969482422,97.38999938964844,62439600.0,92.37568664550781
2016-01-14,100.4800033569336,95.73999786376953,97.95999908447266,99.5199966430664,63170100.0,94.39600372314453
2016-01-15,97.70999908447266,95.36000061035156,96.19999694824219,97.12999725341797,79010000.0,92.12907409667969
2016-01-19,98.6500015258789,95.5,98.41000366210938,96.66000366210938,53087700.0,91.68325805664062
2016-01-20,98.19000244140625,93.41999816894531,95.0999984741211,96.79000091552734,72334400.0,91.80657958984375
2016-01-21,97.87999725341797,94.94000244140625,97.05999755859375,96.30000305175781,52161500.0,91.341796875
2016-01-22,101.45999908447266,98.37000274658203,98.62999725341797,101.41999816894531,65800500.0,96.19818115234375
2016-01-25,101.52999877929688,99.20999908447266,101.5199966430664,99.44000244140625,51794500.0,94.32012939453125
2016-01-26,100.87999725341797,98.06999969482422,99.93000030517578,99.98999786376953,75077000.0,94.84180450439453
2016-01-27,96.62999725341797,93.33999633789062,96.04000091552734,93.41999816894531,133369700.0,88.61006927490234
2016-01-28,94.5199966430664,92.38999938964844,93.79000091552734,94.08999633789062,55678800.0,89.24557495117188
2016-01-29,97.33999633789062,94.3499984741211,94.79000091552734,97.33999633789062,64416500.0,92.3282470703125
2016-02-01,96.70999908447266,95.4000015258789,96.47000122070312,96.43000030517578,40943500.0,91.46509552001953
2016-02-02,96.04000091552734,94.27999877929688,95.41999816894531,94.4800033569336,37357200.0,89.61550903320312
2016-02-03,96.83999633789062,94.08000183105469,95.0,96.3499984741211,45964300.0,91.38922119140625
2016-02-04,97.33000183105469,95.19000244140625,95.86000061035156,96.5999984741211,46471700.0,92.12352752685547
2016-02-05,96.91999816894531,93.69000244140625,96.5199966430664,94.0199966430664,46418100.0,89.6630859375
2016-02-08,95.69999694824219,93.04000091552734,93.12999725341797,95.01000213623047,54021400.0,90.60722351074219
2016-02-09,95.94000244140625,93.93000030517578,94.29000091552734,94.98999786376953,44331200.0,90.58815002441406
2016-02-10,96.3499984741211,94.0999984741211,95.91999816894531,94.2699966430664,42343600.0,89.90151977539062
2016-02-11,94.72000122070312,92.58999633789062,93.79000091552734,93.69999694824219,50074700.0,89.35791778564453
2016-02-12,94.5,93.01000213623047,94.19000244140625,93.98999786376953,40351400.0,89.63449096679688
2016-02-16,96.8499984741211,94.61000061035156,95.0199966430664,96.63999938964844,49057900.0,92.16166687011719
2016-02-17,98.20999908447266,96.1500015258789,96.66999816894531,98.12000274658203,44863200.0,93.57310485839844
2016-02-18,98.88999938964844,96.08999633789062,98.83999633789062,96.26000213623047,39021000.0,91.79930114746094
2016-02-19,96.76000213623047,95.80000305175781,96.0,96.04000091552734,35374200.0,91.5894775390625
2016-02-22,96.9000015258789,95.91999816894531,96.30999755859375,96.87999725341797,34280800.0,92.39055633544922
2016-02-23,96.5,94.55000305175781,96.4000015258789,94.69000244140625,31942600.0,90.30205535888672
2016-02-24,96.37999725341797,93.31999969482422,93.9800033569336,96.0999984741211,36255700.0,91.64671325683594
2016-02-25,96.76000213623047,95.25,96.05000305175781,96.76000213623047,27582700.0,92.27611541748047
2016-02-26,98.0199966430664,96.58000183105469,97.19999694824219,96.91000366210938,28991100.0,92.41917419433594
2016-02-29,98.2300033569336,96.6500015258789,96.86000061035156,96.69000244140625,35216300.0,92.20938873291016
2016-03-01,100.7699966430664,97.41999816894531,97.6500015258789,100.52999877929688,50407100.0,95.87141418457031
2016-03-02,100.88999938964844,99.63999938964844,100.51000213623047,100.75,33169600.0,96.08123779296875
2016-03-03,101.70999908447266,100.44999694824219,100.58000183105469,101.5,36955700.0,96.79646301269531
2016-03-04,103.75,101.37000274658203,102.37000274658203,103.01000213623047,46055100.0,98.23650360107422
2016-03-07,102.83000183105469,100.95999908447266,102.38999938964844,101.87000274658203,35828900.0,97.14933013916016
2016-03-08,101.76000213623047,100.4000015258789,100.77999877929688,101.02999877929688,31561900.0,96.34825134277344
2016-03-09,101.58000183105469,100.2699966430664,101.30999755859375,101.12000274658203,27201700.0,96.43407440185547
